employee_seniority_years,is_contractor,employee_classification,has_foreign_citizenship,has_criminal_record,has_medical_history,total_printed_pages,num_printed_pages_off_hours,total_files_burned,burned_from_other,is_abroad,trip_day_number,hostility_country_level,num_entries,num_unique_campus,late_exit_flag,entry_during_weekend,Actual,Predicted,Risk_Level
19,0,1,0,0,0,353,0,58,0,0,0.0,0,1,1,0,1,1,1,High
8,0,1,0,0,1,6,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
9,1,3,0,0,0,3,2,0,0,0,0.0,0,0,0,0,0,1,1,High
2,0,2,0,0,1,4,0,99,0,0,0.0,0,0,0,0,0,1,1,High
14,0,3,1,0,1,0,0,79,0,0,0.0,0,1,1,0,1,1,1,High
4,0,2,1,0,0,2,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
17,0,1,0,0,0,23,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
25,0,1,0,0,0,6,0,103,1,0,0.0,0,0,0,0,0,1,1,High
14,0,2,0,0,0,0,0,137,0,0,0.0,0,0,0,0,0,1,1,High
22,0,2,0,0,0,9,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
8,0,1,1,1,0,59,18,9,0,0,0.0,0,0,0,0,0,1,1,High
23,0,1,0,0,0,0,0,101,0,0,0.0,0,1,1,0,0,1,1,High
10,0,1,0,0,0,3,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
9,0,1,0,0,1,2,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
5,0,1,0,0,0,5,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
0,0,3,0,0,0,9,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
11,0,1,0,0,0,0,0,29,0,0,0.0,0,1,1,0,0,1,1,High
26,0,2,0,0,0,4,0,0,0,0,0.0,0,2,1,0,0,0,0,Low
18,0,2,0,0,0,19,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
3,0,2,0,0,1,0,0,93,0,0,0.0,0,1,1,0,1,1,1,High
5,0,1,0,0,1,0,0,0,0,0,0.0,0,2,1,0,0,0,1,Medium
9,0,3,0,0,0,0,0,9,0,0,0.0,0,2,1,0,0,0,0,Low
5,0,1,1,0,0,36,0,0,0,0,0.0,0,2,1,0,0,0,0,Low
7,0,2,1,0,0,23,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
14,0,2,0,0,1,9,3,0,0,0,0.0,0,1,1,0,0,1,1,High
4,0,1,0,0,0,0,0,5,0,1,2.0,1,0,0,0,0,0,0,Low
20,0,1,0,0,0,0,0,41,0,0,0.0,0,1,1,0,0,0,0,Low
15,0,3,0,0,0,4,0,93,1,0,0.0,0,0,0,0,0,1,1,High
28,0,2,0,0,0,13,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
13,0,2,0,0,0,0,0,8,0,1,3.0,3,0,0,0,0,1,1,High
13,0,3,0,0,0,0,0,75,1,0,0.0,0,1,1,0,0,1,1,High
13,0,3,0,0,0,102,0,0,0,0,0.0,0,2,2,0,0,1,1,High
29,1,1,0,0,1,24,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
7,0,3,1,0,0,0,0,50,0,0,0.0,0,1,1,0,0,1,1,High
24,0,1,0,0,0,218,0,46,0,0,0.0,0,1,1,0,0,1,1,High
6,0,1,0,0,1,47,17,0,0,0,0.0,0,2,1,0,0,1,1,High
15,0,3,0,0,0,0,0,0,0,0,0.0,0,1,1,0,1,1,1,High
7,0,2,0,0,0,0,0,4,0,0,0.0,0,0,0,0,0,0,0,Low
7,1,2,0,0,0,10,4,16,0,0,0.0,0,1,1,0,1,1,1,High
0,1,1,0,0,0,0,0,10,0,0,0.0,0,1,1,0,0,0,0,Low
12,0,1,0,0,1,1,0,24,0,0,0.0,0,0,0,0,0,0,0,Low
13,0,2,0,0,0,0,0,0,0,1,2.0,0,0,0,0,0,0,0,Low
15,0,2,1,0,0,0,0,75,1,0,0.0,0,2,3,0,0,1,1,High
6,0,2,0,0,0,0,0,135,0,0,0.0,0,1,1,0,1,1,1,High
21,0,2,0,0,0,0,0,30,0,0,0.0,0,1,1,0,0,0,0,Low
14,0,3,1,1,0,2,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
2,0,3,0,0,0,0,0,67,0,0,0.0,0,1,1,0,1,1,1,High
19,1,2,1,0,0,0,0,0,0,0,0.0,0,1,2,0,0,1,1,High
23,1,3,0,0,0,0,0,8,0,0,0.0,0,0,0,0,0,0,0,Low
4,1,3,0,0,0,1,0,6,0,0,0.0,0,1,1,0,0,0,0,Low
16,0,1,0,0,0,86,23,0,0,0,0.0,0,1,1,0,0,0,0,Low
13,0,3,0,0,0,13,0,69,1,0,0.0,0,0,0,0,0,1,1,High
9,0,2,1,0,0,23,0,0,0,0,0.0,0,0,0,0,0,1,1,High
6,1,1,1,0,0,4,0,2,0,0,0.0,0,0,0,0,0,0,0,Low
12,0,1,1,0,0,25,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
24,0,1,0,0,0,158,0,0,0,0,0.0,0,1,1,0,0,1,1,High
21,0,2,1,0,0,0,0,56,0,0,0.0,0,1,3,0,1,1,1,High
7,0,2,0,0,1,26,0,6,0,0,0.0,0,1,1,0,0,0,0,Low
9,0,1,0,0,0,23,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
15,0,2,0,0,0,0,0,67,0,0,0.0,0,0,0,0,0,1,1,High
6,0,3,0,1,0,8,2,0,0,0,0.0,0,1,1,0,0,0,0,Low
4,0,1,0,0,0,0,0,10,0,0,0.0,0,1,1,0,0,0,0,Low
23,0,1,0,0,0,0,0,156,0,0,0.0,0,1,1,0,0,1,1,High
11,0,1,0,0,0,127,0,0,0,0,0.0,0,1,1,0,1,1,1,High
22,0,2,0,0,0,3,0,0,0,0,0.0,0,2,1,0,0,0,0,Low
9,0,1,0,0,0,19,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
21,0,1,0,1,0,13,0,7,0,0,0.0,0,1,1,0,0,0,0,Low
25,0,2,0,0,0,3,0,0,0,0,0.0,0,2,1,0,0,0,0,Low
6,0,2,0,0,0,0,0,131,0,0,0.0,0,1,1,0,1,1,1,High
7,1,2,0,0,0,0,0,0,0,0,0.0,0,1,1,0,1,0,1,High
19,0,2,0,0,1,5,0,65,0,0,0.0,0,1,1,0,0,1,1,High
26,0,2,0,0,0,0,0,69,0,0,0.0,0,0,0,0,0,1,1,High
4,0,2,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,Medium
8,0,2,0,0,0,8,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
5,0,1,0,0,1,3,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
10,0,2,0,0,0,0,0,0,0,1,1.0,0,0,0,0,0,1,1,High
9,1,2,0,0,0,40,5,0,0,0,0.0,0,1,1,0,0,0,0,Low
14,0,2,0,0,0,0,0,10,0,0,0.0,0,0,0,0,0,1,1,Medium
16,0,2,0,0,0,0,0,6,0,0,0.0,0,2,1,0,0,0,1,Medium
1,1,2,1,0,0,0,0,66,0,0,0.0,0,0,0,0,0,1,1,High
25,0,1,0,0,0,4,1,0,0,0,0.0,0,1,1,0,0,0,0,Low
15,0,2,0,0,1,4,1,0,0,0,0.0,0,1,1,0,0,0,0,Low
25,1,2,0,0,0,28,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
12,0,3,1,0,0,41,0,0,0,0,0.0,0,2,1,0,0,1,1,High
25,0,1,0,0,0,0,0,104,0,0,0.0,0,2,1,0,0,1,1,High
11,0,1,0,0,0,435,0,0,0,0,0.0,0,2,1,0,0,1,1,High
4,0,2,1,0,0,25,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
0,0,2,0,0,0,0,0,95,1,0,0.0,0,0,0,0,0,1,1,High
26,0,1,0,0,0,5,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
0,0,1,1,0,0,1,0,2,0,0,0.0,0,1,1,0,0,0,0,Low
16,0,3,0,0,1,0,0,0,0,1,4.0,1,0,0,0,0,1,1,High
31,0,2,0,0,0,0,0,32,0,0,0.0,0,2,1,0,0,0,0,Low
16,1,2,0,1,0,3,0,6,0,0,0.0,0,1,1,0,0,0,0,Low
10,0,2,0,1,0,10,0,0,0,0,0.0,0,1,1,0,0,1,1,High
7,0,3,1,0,0,0,0,131,0,0,0.0,0,1,1,0,0,1,1,High
22,0,2,0,0,0,9,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
8,1,2,0,0,0,73,35,0,0,0,0.0,0,1,1,0,0,1,1,High
15,0,1,0,0,0,27,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
25,0,1,0,0,0,0,0,118,1,0,0.0,0,1,1,0,0,1,1,High
22,0,2,0,0,0,0,0,3,0,0,0.0,0,2,1,0,0,0,0,Low
14,0,3,0,0,0,0,0,29,0,0,0.0,0,0,0,0,0,0,0,Low
14,0,2,0,0,0,0,0,130,0,0,0.0,0,1,1,0,1,1,1,High
15,0,2,0,0,0,7,4,0,0,0,0.0,0,0,0,0,0,1,1,High
12,0,3,1,0,0,118,0,0,0,0,0.0,0,2,1,0,0,1,1,High
9,0,1,0,1,0,21,4,0,0,0,0.0,0,1,1,0,0,0,0,Low
0,0,2,0,0,0,0,0,0,0,0,0.0,0,2,1,0,0,1,1,Medium
1,1,2,1,0,0,0,0,73,1,0,0.0,0,4,1,0,0,1,1,High
8,0,2,0,0,1,2,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
9,0,2,0,0,0,7,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
13,0,3,0,0,0,122,0,108,0,0,0.0,0,2,1,0,0,1,1,High
25,0,1,0,0,0,0,0,0,0,0,0.0,0,2,3,0,0,0,1,High
23,0,1,0,0,0,0,0,93,0,0,0.0,0,2,1,0,0,1,1,High
5,0,2,0,0,1,4,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
13,0,2,0,0,0,7,0,0,0,0,0.0,0,2,1,0,0,0,0,Low
22,0,2,0,0,0,55,0,12,0,0,0.0,0,2,1,0,0,0,0,Low
16,0,3,0,0,1,26,0,0,0,0,0.0,0,3,1,0,0,1,1,High
12,0,2,0,0,0,0,0,0,0,1,1.0,0,1,1,0,1,1,1,High
7,0,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
2,0,2,0,0,0,0,0,46,0,0,0.0,0,2,1,0,0,0,0,Low
13,0,2,0,0,0,8,1,33,0,0,0.0,0,0,0,0,0,0,0,Low
2,0,3,0,0,0,0,0,71,0,0,0.0,0,1,1,0,0,1,1,High
7,0,1,0,1,0,1,0,0,0,0,0.0,0,2,1,0,0,0,0,Low
8,1,2,0,0,0,138,0,18,0,0,0.0,0,0,0,0,0,1,1,High
26,0,2,0,0,1,0,0,102,0,0,0.0,0,1,1,0,0,1,1,High
6,0,2,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,1,Medium
21,0,2,0,0,0,10,1,0,0,0,0.0,0,1,1,0,0,0,0,Low
15,0,3,1,0,0,0,0,28,0,0,0.0,0,1,1,0,0,0,0,Low
19,0,1,0,0,0,84,0,0,0,0,0.0,0,2,1,0,0,1,1,High
9,0,2,0,0,1,197,97,0,0,0,0.0,0,3,1,0,1,1,1,High
6,0,2,0,0,0,43,0,29,0,0,0.0,0,1,1,0,0,1,1,High
8,0,2,1,0,0,0,0,38,0,0,0.0,0,1,1,0,0,0,0,Low
23,1,1,0,0,0,0,0,0,0,1,7.0,0,0,0,0,0,0,0,Low
14,0,3,1,0,1,0,0,71,0,0,0.0,0,2,1,0,0,1,1,High
8,0,2,0,0,0,0,0,35,0,0,0.0,0,0,0,0,0,0,0,Low
5,0,3,0,0,0,10,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
16,0,2,0,0,0,0,0,73,1,0,0.0,0,1,1,0,1,1,1,High
11,0,2,0,0,0,81,0,0,0,0,0.0,0,2,1,0,0,0,1,High
12,0,2,0,0,0,8,0,0,0,0,0.0,0,2,1,0,0,0,0,Low
8,0,2,0,0,0,0,0,36,0,0,0.0,0,0,0,0,0,0,0,Low
0,0,1,1,0,0,21,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
11,0,1,0,0,0,20,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
12,0,3,1,0,0,0,0,7,0,0,0.0,0,0,0,0,0,1,1,High
14,0,1,0,0,0,4,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
10,1,3,1,0,0,0,0,8,0,0,0.0,0,1,1,0,0,0,0,Low
6,0,2,0,0,0,90,0,0,0,0,0.0,0,0,0,0,0,1,1,High
3,0,2,1,0,0,25,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
14,0,2,0,0,0,18,0,78,1,0,0.0,0,1,3,0,0,1,1,High
15,0,2,1,0,1,0,0,0,0,0,0.0,0,1,1,0,1,0,1,High
9,0,3,0,0,0,18,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
13,0,3,0,0,0,0,0,72,0,0,0.0,0,2,1,0,1,1,1,High
27,1,2,0,0,0,9,2,0,0,0,0.0,0,1,3,0,0,1,1,High
10,0,2,0,0,0,0,0,90,0,0,0.0,0,3,1,0,1,1,1,High
7,0,1,0,0,0,34,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
26,0,3,0,0,0,42,0,58,0,0,0.0,0,0,0,0,0,1,1,High
9,0,1,0,0,0,7,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
15,0,2,1,0,0,0,0,110,1,0,0.0,0,1,3,0,0,1,1,High
16,0,3,0,0,0,17,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
6,0,2,0,0,0,23,13,0,0,0,0.0,0,1,1,0,0,1,1,High
25,0,2,0,0,0,14,4,47,0,0,0.0,0,1,1,0,0,1,1,High
24,0,2,0,0,1,6,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
6,0,1,0,0,0,0,0,8,0,0,0.0,0,0,0,0,0,0,0,Low
9,1,3,1,0,0,0,0,37,0,0,0.0,0,2,1,0,0,0,0,Low
13,0,2,0,0,0,10,0,0,0,0,0.0,0,1,1,0,1,0,0,Low
5,0,2,0,0,0,6,0,38,0,0,0.0,0,2,1,0,0,1,1,High
2,1,2,0,0,1,15,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
20,0,3,1,0,0,293,0,22,0,0,0.0,0,2,1,0,0,1,1,High
17,0,1,0,0,0,8,2,0,0,0,0.0,0,1,1,0,0,0,0,Low
16,1,1,0,0,0,49,0,0,0,0,0.0,0,2,1,0,0,1,1,High
14,0,3,1,0,1,0,0,90,0,0,0.0,0,4,1,0,0,1,1,High
21,0,2,1,0,0,0,0,70,0,0,0.0,0,0,0,0,0,1,1,High
20,0,2,0,0,0,6,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
17,0,2,0,0,0,53,21,88,0,0,0.0,0,1,1,0,0,1,1,High
22,0,3,0,0,0,0,0,110,1,0,0.0,0,0,0,0,0,1,1,High
12,1,1,0,0,0,2,0,0,0,0,0.0,0,2,1,0,0,0,0,Low
15,0,3,0,0,0,0,0,82,0,0,0.0,0,4,1,0,0,1,1,High
15,0,2,1,0,0,0,0,60,1,0,0.0,0,2,1,0,0,0,1,High
5,0,3,0,0,1,8,1,0,0,0,0.0,0,1,1,0,0,0,0,Low
8,0,2,0,0,0,0,0,0,0,1,13.0,0,0,0,0,0,0,0,Low
13,0,3,0,0,0,0,0,87,0,0,0.0,0,2,1,0,0,1,1,High
4,0,2,0,0,1,0,0,42,0,0,0.0,0,1,1,0,0,0,0,Low
4,0,2,0,0,0,37,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
9,1,3,0,0,0,22,0,60,1,0,0.0,0,3,3,0,0,1,1,High
0,0,2,0,0,0,10,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
6,0,1,0,0,1,212,118,0,0,0,0.0,0,3,1,0,0,1,1,High
7,0,2,1,0,0,3,0,19,0,0,0.0,0,1,1,0,0,0,0,Low
26,0,2,0,0,0,13,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
23,0,1,0,0,1,0,0,2,0,0,0.0,0,2,3,0,1,1,1,High
0,0,2,0,0,0,0,0,116,1,0,0.0,0,1,1,0,0,1,1,High
9,0,2,1,0,0,11,0,115,0,0,0.0,0,2,3,0,0,1,1,High
24,0,1,0,0,0,15,0,59,0,0,0.0,0,0,0,0,0,1,1,High
14,0,2,0,0,1,0,0,142,0,0,0.0,0,1,1,0,0,1,1,High
13,0,1,0,0,0,0,0,0,0,0,0.0,0,2,1,0,1,1,1,High
9,0,2,1,0,0,0,0,43,0,0,0.0,0,1,1,0,0,0,0,Low
0,0,2,0,0,0,52,0,90,1,0,0.0,0,0,0,0,0,1,1,High
7,0,2,0,0,0,6,1,0,0,0,0.0,0,1,1,0,0,0,0,Low
17,0,2,0,0,0,0,0,0,0,0,0.0,0,1,2,0,1,1,1,High
16,0,2,0,0,0,0,0,103,0,0,0.0,0,1,1,0,0,1,1,High
6,1,2,1,0,0,15,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
7,0,3,1,0,0,0,0,81,1,0,0.0,0,2,3,0,1,0,1,High
10,0,3,1,0,0,22,7,0,0,0,0.0,0,0,0,0,0,0,0,Low
15,0,2,0,0,0,25,0,0,0,0,0.0,0,1,1,0,1,0,0,Medium
17,0,1,1,0,0,55,25,0,0,0,0.0,0,0,0,0,0,1,1,High
5,0,2,0,1,0,170,51,0,0,0,0.0,0,1,1,0,0,1,1,High
19,1,2,1,0,0,0,0,71,0,0,0.0,0,0,0,0,0,1,1,High
13,0,3,0,0,0,10,0,0,0,0,0.0,0,1,1,0,1,0,0,Medium
1,0,1,0,0,0,20,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
21,0,2,0,1,0,1,0,49,0,0,0.0,0,1,1,0,0,0,0,Low
14,0,2,0,0,0,6,0,0,0,0,0.0,0,1,3,0,0,1,1,High
6,1,2,0,0,1,38,0,0,0,0,0.0,0,2,1,0,1,0,0,Low
19,0,1,0,0,0,11,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
2,0,4,0,0,0,0,0,0,0,0,0.0,0,3,1,0,0,1,1,High
19,0,2,0,0,1,0,0,60,0,0,0.0,0,0,0,0,0,1,1,High
0,0,2,0,0,0,52,0,90,1,0,0.0,0,0,0,0,0,1,1,High
9,0,2,1,0,0,5,0,71,0,0,0.0,0,0,0,0,0,1,1,High
18,0,2,0,0,0,0,0,30,0,0,0.0,0,0,0,0,0,0,0,Low
7,0,1,0,0,1,0,0,8,0,0,0.0,0,0,0,0,0,0,0,Low
2,1,2,1,0,0,3,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
9,0,2,1,0,0,11,0,85,0,0,0.0,0,3,1,0,1,1,1,High
16,0,2,0,0,0,0,0,113,0,0,0.0,0,4,1,0,0,1,1,High
15,0,3,0,0,0,128,0,0,0,0,0.0,0,1,1,0,0,1,1,High
8,0,1,0,0,0,20,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
6,0,2,0,0,0,8,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
9,0,2,1,0,0,0,0,95,1,0,0.0,0,0,0,0,0,1,1,High
3,0,3,0,0,0,4,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
10,0,2,0,0,0,26,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
24,0,2,0,0,0,0,0,88,0,0,0.0,0,0,0,0,0,1,1,High
10,0,1,0,0,0,13,0,0,0,0,0.0,0,2,1,0,0,0,0,Low
21,0,1,0,0,0,24,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
10,1,2,0,0,0,0,0,113,0,0,0.0,0,1,3,0,0,1,1,High
15,0,2,0,1,0,0,0,0,0,1,3.0,0,0,0,0,0,0,0,Low
17,0,1,1,0,0,61,36,0,0,0,0.0,0,1,3,0,1,1,1,High
15,0,3,0,0,0,0,0,80,0,0,0.0,0,1,2,0,1,1,1,High
25,0,1,0,0,0,18,11,0,0,0,0.0,0,1,1,0,1,1,1,High
20,0,2,0,0,0,3,0,16,0,0,0.0,0,0,0,0,0,0,0,Low
25,0,1,0,0,1,25,6,44,0,0,0.0,0,0,0,0,0,0,0,Low
24,0,1,0,0,0,158,0,0,0,0,0.0,0,1,1,0,0,1,1,High
4,0,4,0,0,0,33,0,24,0,0,0.0,0,1,1,0,0,1,1,High
6,0,2,0,1,0,2,0,0,0,0,0.0,0,2,1,0,0,0,0,Low
1,0,3,0,0,0,0,0,103,0,0,0.0,0,3,2,0,0,1,1,High
13,0,1,0,0,0,10,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
24,0,1,0,0,1,8,0,34,0,0,0.0,0,0,0,0,0,1,1,High
24,0,1,0,0,1,208,0,0,0,0,0.0,0,1,1,0,0,1,1,High
14,0,1,0,0,0,23,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
10,0,1,1,0,0,28,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
25,0,2,0,0,0,0,0,81,0,0,0.0,0,0,0,0,0,1,1,High
2,0,1,0,0,0,38,0,8,0,0,0.0,0,1,1,0,0,0,0,Low
6,0,2,0,0,0,0,0,157,0,0,0.0,0,2,1,0,0,1,1,High
18,0,2,0,0,0,4,2,118,0,0,0.0,0,1,1,0,0,1,1,High
2,0,4,0,0,0,0,0,0,0,0,0.0,0,2,3,0,1,1,1,High
19,0,3,0,0,1,0,0,32,0,0,0.0,0,0,0,0,0,0,0,Low
9,0,2,0,0,0,9,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
9,0,2,1,0,0,0,0,0,0,1,5.0,0,0,0,0,0,1,1,High
21,0,2,0,0,0,0,0,7,0,0,0.0,0,0,0,0,0,0,0,Low
2,0,2,1,0,0,124,0,0,0,0,0.0,0,2,1,0,0,1,1,High
23,0,2,1,0,1,15,0,79,0,0,0.0,0,1,1,0,0,1,1,High
10,0,2,0,0,1,0,0,0,0,0,0.0,0,1,3,0,1,1,1,High
1,1,3,0,0,0,0,0,5,0,0,0.0,0,0,0,0,0,0,0,Low
6,1,1,1,0,0,3,0,0,0,0,0.0,0,2,1,0,0,0,0,Low
15,0,3,0,0,0,0,0,60,0,0,0.0,0,2,1,0,0,1,1,High
19,0,2,0,0,1,0,0,4,0,0,0.0,0,1,1,0,0,0,1,High
10,0,2,0,0,0,0,0,0,0,0,0.0,0,1,3,0,0,1,1,High
28,0,3,0,0,0,0,0,0,0,1,10.0,0,0,0,0,0,0,0,Low
9,0,2,1,0,0,0,0,78,0,0,0.0,0,1,1,0,0,1,1,High
15,0,1,0,0,0,35,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
4,1,3,0,0,0,0,0,6,0,0,0.0,0,0,0,0,0,0,0,Low
6,0,2,0,0,1,3,0,0,0,0,0.0,0,2,1,0,0,0,0,Low
15,0,2,1,0,1,0,0,83,0,0,0.0,0,1,1,0,0,1,1,High
7,0,3,1,0,0,0,0,77,0,0,0.0,0,1,1,0,0,1,1,High
1,0,3,0,0,1,9,0,40,0,0,0.0,0,0,0,0,0,0,0,Low
24,0,2,0,0,0,0,0,0,0,0,0.0,0,1,1,0,1,1,1,High
14,0,1,1,0,0,9,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
8,0,1,0,0,1,4,0,4,0,0,0.0,0,1,1,0,0,0,0,Low
16,1,2,1,1,0,0,0,38,0,0,0.0,0,2,1,0,0,0,0,Low
31,0,3,1,0,0,8,3,81,0,0,0.0,0,0,0,0,0,1,1,High
8,1,2,0,0,0,22,0,0,0,0,0.0,0,0,0,0,0,1,1,High
25,0,1,0,0,0,0,0,84,0,0,0.0,0,2,1,0,0,1,1,High
13,1,2,0,0,0,2,0,0,0,0,0.0,0,2,1,0,0,0,0,Low
18,0,3,0,0,0,0,0,0,0,1,1.0,0,0,0,0,0,0,0,Low
24,0,1,0,0,0,15,0,59,0,0,0.0,0,0,0,0,0,1,1,High
16,1,1,0,0,0,109,0,0,0,0,0.0,0,3,1,0,1,1,1,High
20,0,2,0,0,0,24,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
24,1,2,0,0,0,0,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
13,0,1,0,0,0,50,33,39,0,0,0.0,0,2,1,0,0,1,1,High
4,0,3,0,0,1,0,0,7,0,0,0.0,0,2,1,0,0,0,0,Low
1,0,2,0,0,0,0,0,67,0,0,0.0,0,0,0,0,0,1,1,High
1,0,1,0,0,0,2,0,10,0,0,0.0,0,1,1,0,0,0,0,Low
10,0,2,0,0,0,11,1,0,0,0,0.0,0,1,1,0,0,0,0,Low
2,0,3,0,0,0,0,0,69,0,0,0.0,0,1,1,0,0,1,1,High
9,0,2,0,0,0,0,0,110,0,0,0.0,0,1,1,0,1,1,1,High
10,0,2,0,0,0,0,0,90,0,0,0.0,0,3,1,0,1,1,1,High
4,0,1,0,0,0,18,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
16,0,1,0,0,0,11,0,0,0,0,0.0,0,2,1,0,0,0,0,Low
3,0,2,0,0,0,80,0,0,0,0,0.0,0,2,1,0,1,0,0,Low
21,0,2,1,0,0,0,0,0,0,0,0.0,0,1,1,0,1,1,1,High
5,0,2,1,0,0,47,0,0,0,0,0.0,0,2,1,0,0,0,0,Low
15,0,2,1,0,0,0,0,38,0,0,0.0,0,0,0,0,0,1,1,High
26,0,2,0,0,1,0,0,50,0,0,0.0,0,0,0,0,0,1,1,High
16,1,2,0,0,1,1,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
8,1,1,0,0,1,25,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
15,0,3,0,0,0,0,0,114,0,0,0.0,0,1,1,0,0,1,1,High
6,0,2,0,0,0,166,0,10,0,0,0.0,0,2,3,0,0,1,1,High
8,0,2,0,0,1,6,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
1,0,1,1,0,0,0,0,3,0,0,0.0,0,0,0,0,0,0,0,Low
22,0,3,0,0,0,18,7,0,0,0,0.0,0,1,1,0,0,1,1,High
9,0,2,1,0,1,17,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
16,0,2,1,0,0,0,0,57,0,0,0.0,0,1,1,0,1,1,1,High
26,0,2,0,0,1,0,0,0,0,0,0.0,0,2,3,0,1,1,1,High
26,0,2,0,0,0,0,0,92,1,0,0.0,0,2,1,0,0,1,1,High
4,0,3,1,0,0,3,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
21,0,2,1,0,0,0,0,93,0,0,0.0,0,1,1,0,0,1,1,High
15,0,2,0,0,0,5,0,6,0,0,0.0,0,0,0,0,0,0,0,Low
17,0,2,0,0,0,0,0,71,0,0,0.0,0,0,0,0,0,1,1,High
23,0,1,0,0,0,121,46,75,1,0,0.0,0,0,0,0,0,1,1,High
24,1,3,0,0,1,12,0,0,0,0,0.0,0,2,1,0,0,0,0,Low
12,0,2,1,0,0,7,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
14,0,1,0,0,0,7,0,0,0,0,0.0,0,2,1,0,0,0,0,Low
16,1,1,0,0,0,143,57,0,0,0,0.0,0,1,1,0,0,1,1,High
13,0,3,0,0,0,24,0,0,0,0,0.0,0,1,1,0,0,1,1,High
16,0,2,1,0,0,0,0,82,0,0,0.0,0,2,1,0,0,1,1,High
22,0,3,0,0,0,0,0,99,0,0,0.0,0,1,1,0,0,1,1,High
15,0,1,0,0,0,25,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
13,0,3,0,0,0,0,0,67,1,0,0.0,0,1,1,0,0,1,1,High
24,0,2,0,0,0,0,0,0,0,0,0.0,0,3,1,0,0,1,1,High
13,0,1,0,0,0,99,0,0,0,0,0.0,0,0,0,0,0,1,1,High
3,1,1,0,0,0,1,0,0,0,0,0.0,0,2,1,0,0,0,0,Low
